SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
IDIS-650,14,2,0,0,1,17,3.647,0,0,0,0,0,17,HOLSEY R
IDIS-651,17,0,0,0,0,17,4,0,0,0,0,0,17,NATARAJARATHINAM M
IDIS-651,15,1,1,0,0,17,3.823,0,0,0,0,0,17,NATARAJARATHINAM M
IDIS-652,17,0,0,0,0,17,4,0,0,0,0,0,17,NAGARATHNAM B
IDIS-652,15,1,0,0,1,17,3.705,0,0,0,0,0,17,MEIER M
IDIS-660,10,1,0,0,0,11,3.909,0,0,0,0,0,11,NEPAL B
IDIS-660,12,1,0,0,0,13,3.923,0,0,0,0,0,13,NAGARATHNAM B
IDIS-660,8,0,0,0,2,10,3.2,0,0,0,0,0,10,NATARAJARATHINAM M
IDIS-664,12,5,1,0,0,18,3.611,0,0,0,0,0,18,FRYMIRE R
IDIS-664,10,3,0,0,1,14,3.5,0,0,0,2,0,16,FRYMIRE R
IDIS-689,12,1,0,1,0,14,3.714,0,0,0,1,0,15,LAWRENCE F
IDIS-689,16,1,0,0,0,17,3.941,0,0,0,0,0,17,LAWRENCE F
MMET-105,10,11,1,0,0,22,3.409,0,0,0,0,0,22,WHITEACRE M
MMET-105,12,8,0,1,2,23,3.173,1,0,0,1,0,25,WHITEACRE M
MMET-105,10,10,4,1,0,25,3.16,0,0,0,0,0,25,WHITEACRE M
MMET-105,7,14,3,0,0,24,3.166,0,0,0,0,0,24,WHITEACRE M
MMET-181,0,3,6,1,4,14,1.571,0,0,0,1,0,15,HUNG N
MMET-181,3,7,3,0,2,15,2.6,0,0,0,1,0,16,HUNG N
MMET-181,4,3,1,3,2,13,2.307,0,0,0,2,0,15,HUNG N
MMET-181,4,1,7,3,0,15,2.4,0,0,0,1,0,16,HUNG N
MMET-181,2,4,5,2,0,13,2.461,0,0,0,2,0,15,HUNG N
MMET-181,2,6,1,2,2,13,2.307,0,0,0,2,0,15,HUNG N
MMET-181,0,0,2,2,2,6,1,0,0,0,0,0,6,HUNG N
MMET-181,0,7,4,0,2,13,2.23,0,0,0,2,0,15,HUNG N
MMET-181,0,3,5,4,1,13,1.769,0,0,0,3,0,16,HUNG N
MMET-201,10,3,3,0,0,16,3.437,0,0,0,0,0,16,PATTERSON A
MMET-201,8,7,0,0,0,15,3.533,0,0,0,0,0,15,PATTERSON A
MMET-201,8,7,0,0,0,15,3.533,0,0,0,0,0,15,PATTERSON A
MMET-201,7,6,1,0,0,14,3.428,0,0,0,1,0,15,PATTERSON A
MMET-201,12,2,1,0,0,15,3.733,0,0,0,0,0,15,PATTERSON A
MMET-201,10,4,0,0,0,14,3.714,0,0,0,0,0,14,PATTERSON A
MMET-201,6,6,4,0,0,16,3.125,0,0,0,0,0,16,PATTERSON A
MMET-201,11,1,2,0,2,16,3.187,0,0,0,0,0,16,PATTERSON A
MMET-201,4,7,3,0,0,14,3.071,1,0,0,0,0,15,PATTERSON A
MMET-201,7,6,0,0,0,13,3.538,0,0,0,1,0,14,PATTERSON A
MMET-201,7,8,0,0,0,15,3.466,1,0,0,0,0,16,PATTERSON A
MMET-206,5,2,6,2,0,15,2.666,0,0,0,1,0,16,FANG G
MMET-206,5,6,4,0,0,15,3.066,0,0,0,1,0,16,FANG G
MMET-206,2,3,9,1,0,15,2.4,0,0,0,0,0,15,FANG G
MMET-206,1,6,7,2,0,16,2.375,0,0,0,0,0,16,FANG G
MMET-206,3,11,1,1,0,16,3,0,0,0,0,0,16,FANG G
MMET-207,3,4,9,0,0,16,2.625,0,0,0,0,0,16,SAEIDI S
MMET-207,0,5,9,2,0,16,2.187,0,0,0,0,0,16,SAEIDI S
MMET-207,1,4,10,0,0,15,2.4,0,0,0,1,0,16,SAEIDI S
MMET-207,1,9,5,0,0,15,2.733,0,0,0,1,0,16,SAEIDI S
MMET-207,1,2,3,2,0,8,2.25,0,0,0,1,0,9,SAEIDI S
MMET-207,1,5,2,1,0,9,2.666,0,0,0,0,0,9,SAEIDI S
MMET-207,3,1,4,2,0,10,2.5,0,0,0,1,0,11,SAEIDI S
MMET-207,0,3,5,0,0,8,2.375,0,0,0,2,0,10,SAEIDI S
MMET-207,4,1,2,1,0,8,3,0,0,0,1,0,9,SAEIDI S
MMET-207,1,5,4,0,0,10,2.7,0,0,0,0,0,10,SAEIDI S
MMET-275,15,29,18,7,3,72,2.638,2,0,0,9,0,83,WALLACE D
MMET-275,5,20,19,19,9,72,1.902,0,0,0,10,0,82,FENG D
MMET-281,3,6,2,0,0,11,3.09,0,0,0,0,0,11,VAJIPEYAJULA B
MMET-281,1,6,2,1,0,10,2.7,0,0,0,0,0,10,VAJIPEYAJULA B
MMET-281,1,7,2,0,0,10,2.9,0,0,0,0,0,10,VAJIPEYAJULA B
MMET-281,1,8,1,0,0,10,3,0,0,0,0,0,10,VAJIPEYAJULA B
MMET-281,2,7,1,0,0,10,3.1,0,0,0,0,0,10,VAJIPEYAJULA B
MMET-281,3,6,1,0,0,10,3.2,0,0,0,1,0,11,VAJIPEYAJULA B
MMET-301,5,4,2,0,0,11,3.272,0,0,0,2,0,13,VAJIPEYAJULA B
MMET-301,2,5,4,0,0,11,2.818,0,0,0,0,0,11,VAJIPEYAJULA B
MMET-301,2,4,5,0,0,11,2.727,0,0,0,0,0,11,VAJIPEYAJULA B
MMET-301,2,3,3,0,0,8,2.875,0,0,0,0,0,8,VAJIPEYAJULA B
MMET-301,0,6,8,0,0,14,2.428,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,2,7,5,0,0,14,2.785,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,2,8,4,0,0,14,2.857,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,3,8,4,0,0,15,2.933,0,0,0,0,0,15,VAJIPEYAJULA B
MMET-301,0,9,4,0,0,13,2.692,0,0,0,0,0,13,VAJIPEYAJULA B
MMET-301,4,8,2,0,0,14,3.142,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,4,8,1,0,0,13,3.23,0,0,0,1,0,14,VAJIPEYAJULA B
MMET-301,7,5,2,0,0,14,3.357,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-303,3,9,0,0,0,12,3.25,0,0,0,0,0,12,ABDELAAL A
MMET-303,7,3,2,0,0,12,3.416,0,0,0,0,0,12,ABDELAAL A
MMET-303,6,5,1,2,0,14,3.071,0,0,0,0,0,14,ABDELAAL A
MMET-303,3,4,2,1,2,12,2.416,0,0,0,1,0,13,ABDELAAL A
MMET-303,2,7,0,0,1,10,2.9,0,0,0,1,0,11,ABDELAAL A
MMET-303,7,2,3,1,0,13,3.153,0,0,0,1,0,14,ABDELAAL A
MMET-303,3,5,4,0,0,12,2.916,0,0,0,1,0,13,ABDELAAL A
MMET-303,6,1,4,0,1,12,2.916,0,0,0,0,0,12,ABDELAAL A
MMET-303,2,3,3,0,0,8,2.875,0,0,0,0,0,8,ABDELAAL A
MMET-303,5,3,3,0,0,11,3.181,0,0,0,1,0,12,ABDELAAL A
MMET-307,27,12,0,1,0,40,3.625,1,0,0,2,0,43,WHITEACRE M
MMET-320,1,1,10,0,1,13,2.076,0,0,0,1,0,14,VADALI S
MMET-320,2,2,6,0,0,10,2.6,0,0,0,0,0,10,VADALI S
MMET-320,0,5,2,0,0,7,2.714,0,0,0,0,0,7,VADALI S
MMET-320,1,6,7,2,0,16,2.375,0,0,0,0,0,16,VADALI S
MMET-320,0,5,2,3,0,10,2.2,0,0,0,0,0,10,VADALI S
MMET-361,4,10,2,0,0,16,3.125,0,0,0,0,0,16,MA C
MMET-361,4,10,1,1,0,16,3.062,0,0,0,0,0,16,MA C
MMET-361,5,7,2,0,0,14,3.214,0,0,0,0,0,14,MA C
MMET-361,6,7,0,0,1,14,3.214,0,0,0,0,0,14,MA C
MMET-361,1,5,0,0,0,6,3.166,0,0,0,0,0,6,MA C
MMET-361,4,5,1,0,2,12,2.75,0,0,0,1,0,13,MA C
MMET-361,2,5,0,0,0,7,3.285,0,0,0,0,0,7,MA C
MMET-361,4,3,0,0,0,7,3.571,0,0,0,0,0,7,MA C
MMET-361,3,6,0,0,0,9,3.333,0,0,0,0,0,9,MA C
MMET-361,6,3,0,0,0,9,3.666,0,0,0,0,0,9,MA C
MMET-361,4,5,0,0,0,9,3.444,0,0,0,0,0,9,MA C
MMET-363,3,23,20,12,5,63,2.111,0,0,0,7,0,70,FENG D
MMET-363,4,13,17,8,7,49,1.979,1,0,0,6,0,56,WANG J
MMET-370,4,7,1,0,0,12,3.25,0,0,0,0,0,12,ALVARADO J
MMET-370,8,4,1,0,0,13,3.538,0,0,0,0,0,13,ALVARADO J
MMET-370,7,3,2,1,0,13,3.23,0,0,0,0,0,13,ALVARADO J
MMET-370,3,7,2,0,0,12,3.083,0,0,0,1,0,13,ALVARADO J
MMET-370,5,5,1,3,0,14,2.857,0,0,0,0,0,14,ALVARADO J
MMET-370,3,5,1,0,0,9,3.222,0,0,0,0,0,9,ALVARADO J
MMET-370,4,2,2,1,0,9,3,0,0,0,0,0,9,ALVARADO J
MMET-370,6,3,0,0,0,9,3.666,0,0,0,0,0,9,ALVARADO J
MMET-370,3,5,3,0,0,11,3,0,0,0,0,0,11,ALVARADO J
MMET-370,3,6,1,0,0,10,3.2,0,0,0,1,0,11,ALVARADO J
MMET-376,2,6,0,1,0,9,3,0,0,0,0,0,9,ASADI A
MMET-376,1,5,1,0,0,7,3,0,0,0,1,0,8,ASADI A
MMET-376,4,2,2,0,0,8,3.25,0,0,0,0,0,8,ASADI A
MMET-376,1,3,3,1,0,8,2.5,0,0,0,1,0,9,ASADI A
MMET-376,0,6,2,0,0,8,2.75,0,0,0,0,0,8,ASADI A
MMET-376,1,2,3,1,0,7,2.428,0,0,0,0,0,7,ASADI A
MMET-376,2,3,2,0,0,7,3,1,0,0,0,0,8,ASADI A
MMET-376,0,5,2,1,0,8,2.5,0,0,0,0,0,8,ASADI A
MMET-376,2,2,4,0,0,8,2.75,0,0,0,1,0,9,ASADI A
MMET-376,2,3,2,1,0,8,2.75,0,0,0,0,0,8,ASADI A
MMET-376,1,1,4,1,0,7,2.285,0,0,0,1,0,8,ASADI A
MMET-376,3,5,1,0,0,9,3.222,0,0,0,0,0,9,ASADI A
MMET-380,0,0,6,0,1,7,1.714,0,0,0,0,0,7,HUNG N
MMET-380,2,0,6,1,3,12,1.75,0,0,0,3,0,15,HUNG N
MMET-380,4,2,3,1,2,12,2.416,0,0,0,3,0,15,HUNG N
MMET-380,4,6,1,1,2,14,2.642,0,0,0,1,0,15,HUNG N
MMET-380,0,5,4,1,0,10,2.4,0,0,0,3,0,13,HUNG N
MMET-383,2,6,0,0,0,8,3.25,0,0,0,0,0,8,HSIEH S
MMET-383,3,6,0,0,0,9,3.333,0,0,0,0,0,9,HSIEH S
MMET-383,1,7,1,0,0,9,3,0,0,0,0,0,9,HSIEH S
MMET-383,1,8,0,0,0,9,3.111,0,0,0,0,0,9,HSIEH S
MMET-383,3,3,1,0,0,7,3.285,0,0,0,0,0,7,HSIEH S
MMET-383,3,5,0,0,0,8,3.375,0,0,0,0,0,8,HSIEH S
MMET-401,2,8,4,0,0,14,2.857,0,0,0,0,0,14,GHARIB M
MMET-401,0,5,5,2,0,12,2.25,0,0,0,0,0,12,GHARIB M
MMET-401,1,5,8,0,0,14,2.5,0,0,0,0,0,14,GHARIB M
MMET-401,1,4,8,0,1,14,2.285,0,0,0,0,0,14,GHARIB M
MMET-401,0,7,3,0,0,10,2.7,0,0,0,2,0,12,GHARIB M
MMET-401,3,5,5,0,0,13,2.846,0,0,0,0,0,13,GHARIB M
MMET-401,4,3,5,1,0,13,2.769,0,0,0,0,0,13,GHARIB M
MMET-401,3,3,5,3,0,14,2.428,0,0,0,0,0,14,GHARIB M
MMET-401,4,4,5,0,0,13,2.923,0,0,0,1,0,14,GHARIB M
MMET-401,0,5,8,0,1,14,2.214,0,0,0,0,0,14,GHARIB M
MMET-401,0,8,5,1,0,14,2.5,0,0,0,0,0,14,GHARIB M
MMET-401,4,5,1,0,0,10,3.3,0,0,0,0,0,10,GHARIB M
MMET-402,1,6,5,0,0,12,2.666,0,0,0,0,0,12,FANG G
MMET-402,1,8,3,0,0,12,2.833,0,0,0,0,0,12,FANG G
MMET-402,1,8,2,0,0,11,2.909,0,0,0,0,0,11,FANG G
MMET-402,1,5,1,0,0,7,3,0,0,0,0,0,7,FANG G
MMET-402,1,4,6,0,0,11,2.545,0,0,0,0,0,11,FANG G
MMET-402,1,7,0,0,0,8,3.125,0,0,0,0,0,8,FANG G
MMET-410,3,4,2,1,0,10,2.9,0,0,0,0,0,10,HSIEH S
MMET-410,1,7,2,0,0,10,2.9,0,0,0,0,0,10,HSIEH S
MMET-410,0,7,1,1,0,9,2.666,0,0,0,0,0,9,HSIEH S
MMET-410,2,7,2,0,0,11,3,0,0,0,0,0,11,HSIEH S
MMET-410,0,8,2,0,0,10,2.8,0,0,0,0,0,10,HSIEH S
MMET-410,0,5,2,0,0,7,2.714,0,0,0,0,0,7,HSIEH S
MMET-412,6,9,0,0,0,15,3.4,0,0,0,0,0,15,LEON V
MMET-412,2,8,2,1,0,13,2.846,0,0,0,0,0,13,LEON V
MMET-412,4,10,0,0,0,14,3.285,0,0,0,0,0,14,LEON V
MMET-422,8,13,5,0,0,26,3.115,0,0,0,0,0,26,SMITH C
MMET-422,6,14,0,0,0,20,3.3,0,0,0,0,0,20,SMITH C
MMET-429,15,14,3,0,1,33,3.272,0,0,0,1,0,34,BRADLEY G
MMET-429,10,24,0,0,0,34,3.294,0,0,0,0,0,34,BRADLEY G
MMET-463,10,37,18,0,0,65,2.876,0,0,0,1,0,66,KUTTOLAMADOM M
MXET-300,2,4,4,1,0,11,2.636,0,0,0,0,0,11,SONG X
MXET-300,1,5,5,2,1,14,2.214,0,0,0,0,0,14,SONG X
MXET-300,2,1,4,1,0,8,2.5,0,0,0,0,0,8,SONG X
MXET-300,6,3,1,1,0,11,3.272,0,0,0,0,0,11,SONG X
MXET-300,1,3,1,0,0,5,3,0,0,0,0,0,5,SONG X
MXET-375,2,3,5,1,0,11,2.545,0,0,0,0,0,11,SONG X
MXET-375,4,4,4,1,0,13,2.846,0,0,0,0,0,13,SONG X
MXET-375,2,2,3,0,0,7,2.857,0,0,0,0,0,7,SONG X
MXET-400,6,5,2,1,0,14,3.142,0,0,0,0,0,14,LEE K
MXET-400,3,9,2,0,0,14,3.071,0,0,0,0,0,14,LEE K
MXET-400,4,5,3,0,0,12,3.083,0,0,0,0,0,12,LEE K
MXET-400,5,5,2,2,0,14,2.928,0,0,0,0,0,14,LEE K
MXET-400,1,6,1,0,0,8,3,0,0,0,0,0,8,LEE K
MXET-400,4,1,0,0,0,5,3.8,0,0,0,0,0,5,MUNOZ-VAZQUEZ A
TCMG-272,14,13,9,1,0,37,3.081,0,0,0,1,0,38,MENDOZA DIAZ N
TCMG-272,29,8,2,0,0,39,3.692,1,0,0,0,0,40,LI X
TCMG-274,22,8,2,1,1,34,3.441,0,0,0,0,0,34,SONG D
TCMG-274,23,5,2,3,1,34,3.352,0,0,0,0,0,34,LI X
TCMG-303,17,5,2,0,3,27,3.222,0,0,0,0,0,27,WALKER D
TCMG-303,27,6,1,0,2,36,3.555,0,0,0,0,0,36,WALKER D
TCMG-308,18,17,9,1,3,48,2.958,0,0,0,0,0,48,MAI B
TCMG-308,66,1,2,0,0,69,3.927,0,0,0,1,0,70,SONG D
TCMG-316,12,22,9,0,3,46,2.869,0,0,0,1,0,47,MAI B
TCMG-412,31,12,4,0,0,47,3.574,0,0,0,0,0,47,MIKEAL A
TCMG-476,4,10,3,2,0,19,2.842,0,0,0,0,0,19,SWEENEY D
TCMG-476,11,19,1,0,0,31,3.322,0,0,0,0,0,31,IVEY C
TCMT-610,15,0,0,0,0,15,4,0,0,0,0,0,15,ZOGHI B
TCMT-610,14,0,0,0,0,14,4,0,0,0,0,0,14,ZOGHI B
TCMT-610,14,1,0,0,0,15,3.933,0,0,0,0,0,15,ZOGHI B
TCMT-610,14,0,1,0,0,15,3.866,0,0,0,0,0,15,ZOGHI B
TCMT-610,14,0,0,0,0,14,4,0,0,0,0,0,14,ZOGHI B
TCMT-612,10,8,0,0,0,18,3.555,0,0,0,0,0,18,YANG X
TCMT-612,9,10,0,0,0,19,3.473,0,0,0,0,0,19,YANG X
TCMT-612,10,8,0,1,0,19,3.421,0,0,0,0,0,19,YANG X
TCMT-612,16,2,0,0,0,18,3.888,0,0,0,0,0,18,YANG X
TCMT-613,10,8,0,0,0,18,3.555,0,0,0,0,0,18,HANDY M
TCMT-613,9,10,0,0,0,19,3.473,0,0,0,0,0,19,HANDY M
TCMT-613,13,4,1,0,0,18,3.666,0,0,0,0,0,18,HANDY M
TCMT-613,16,2,0,0,0,18,3.888,0,0,0,0,0,18,HANDY M
TCMT-619,11,0,0,0,0,11,4,0,0,0,0,0,11,BAYAT N
TCMT-619,10,0,0,0,0,10,4,0,0,0,0,0,10,BAYAT N
TCMT-619,10,0,0,0,0,10,4,0,0,0,0,0,10,PREUSSER D
TCMT-619,10,0,0,0,0,10,4,0,0,0,0,0,10,PREUSSER D
TCMT-619,12,0,0,0,0,12,4,0,0,0,0,0,12,HUGHES J
TCMT-619,10,0,0,0,0,10,4,0,0,0,0,0,10,HUGHES J
TCMT-631,6,1,0,0,0,7,3.857,0,0,0,0,0,7,ZOGHI B
TCMT-631,6,3,0,0,0,9,3.666,0,0,0,0,0,9,ASSAD C
TCMT-631,11,0,0,0,0,11,4,0,0,0,0,0,11,MODY R
TCMT-631,10,0,0,1,0,11,3.727,0,0,0,0,0,11,THOMPSON S
TCMT-634,13,5,1,0,0,19,3.631,0,0,0,0,0,19,LEON V
TCMT-634,12,5,2,0,0,19,3.526,0,0,0,0,0,19,LEON V
TCMT-689,5,5,0,0,0,10,3.5,0,0,0,0,0,10,TINGEY S
TCMT-689,5,3,0,0,0,8,3.625,0,0,0,0,0,8,TINGEY S
TCMT-689,18,0,0,0,0,18,4,0,0,0,0,0,18,MAHMOUD A
TCMT-689,19,0,0,0,0,19,4,0,0,0,0,0,19,MAHMOUD A
TCMT-689,8,2,0,0,0,10,3.8,0,0,0,0,0,10,TINGEY S
TCMT-689,6,3,0,0,0,9,3.666,0,0,0,0,0,9,TINGEY S
ISEN-210,17,21,7,0,0,45,3.222,0,0,0,0,0,45,SARAVANAN P
ISEN-210,14,22,6,1,0,43,3.139,0,0,0,1,0,44,MILLER S
ISEN-210,22,18,6,0,1,47,3.208,0,0,0,0,0,47,MILLER S
ISEN-230,8,7,11,1,3,30,2.533,1,0,0,3,0,34,WANG Y
ISEN-230,15,9,15,7,2,48,2.583,0,0,0,8,0,56,VALDEZ-FLORES C
ISEN-230,32,24,13,2,0,71,3.211,0,0,0,1,0,72,RAVINDRAN A
ISEN-281,12,14,1,0,1,28,3.285,0,0,0,1,0,29,WANG S
ISEN-281,19,5,4,1,0,29,3.448,0,0,0,0,0,29,WANG S
ISEN-281,19,8,3,0,0,30,3.533,0,0,0,0,0,30,CHAWLA H
ISEN-302,38,26,5,0,1,70,3.428,0,0,0,2,0,72,RODGERS A
ISEN-302,59,20,5,0,1,85,3.6,0,0,0,2,0,87,RODGERS A
ISEN-302,11,17,14,2,1,45,2.777,0,0,0,3,0,48,WANG Y
ISEN-302,7,16,12,2,1,38,2.684,0,0,0,7,0,45,WANG Y
ISEN-310,4,3,0,0,0,7,3.571,0,0,0,0,0,7,LAWLEY M
ISEN-310,22,37,11,2,3,75,2.973,0,0,0,0,0,75,DIAZ MARTINEZ N
ISEN-310,45,13,13,2,0,73,3.383,0,0,0,2,0,75,JIN S
ISEN-310,19,24,16,5,2,66,2.803,0,0,0,4,0,70,LAWLEY M
ISEN-320,22,21,16,3,2,64,2.906,0,0,0,7,0,71,APRAHAMIAN H
ISEN-320,24,31,10,2,1,68,3.102,0,0,0,5,0,73,APRAHAMIAN H
ISEN-320,27,25,15,2,2,71,3.028,0,0,0,1,0,72,MEJIA DOMENZAIN L
ISEN-330,23,15,4,1,0,43,3.395,1,0,0,1,0,45,SUSINDAR S
ISEN-330,17,38,14,1,0,70,3.014,0,0,0,0,0,70,ZHANG X
ISEN-330,9,36,13,3,0,61,2.836,0,0,0,0,0,61,ZAHABI M
ISEN-340,12,26,35,5,0,78,2.576,0,0,0,0,0,78,ERRAGUNTLA M
ISEN-340,11,16,28,9,2,66,2.378,0,0,0,2,0,68,ERRAGUNTLA M
ISEN-350,17,21,29,3,1,71,2.704,0,0,0,0,0,71,BENNETT G
ISEN-350,11,14,31,5,0,61,2.508,0,0,0,1,0,62,BENNETT G
ISEN-350,12,10,4,2,0,28,3.142,0,0,0,1,0,29,LEE J
ISEN-355,5,19,9,4,1,38,2.605,0,0,0,1,0,39,VALDEZ-FLORES C
ISEN-355,14,21,7,6,2,50,2.78,0,0,0,1,0,51,VALDEZ-FLORES C
ISEN-355,16,27,23,6,1,73,2.698,0,0,0,0,0,73,SVIAZINSKA N
ISEN-370,27,17,12,1,0,57,3.228,0,0,0,4,0,61,WANG Y
ISEN-370,23,33,12,5,0,73,3.013,0,0,0,0,0,73,GEUNES J
ISEN-410,44,30,3,1,0,78,3.5,0,0,0,1,0,79,PARSAEI H
ISEN-411,27,52,16,0,0,95,3.115,0,0,0,1,0,96,KOPPA R
ISEN-413,9,9,2,0,1,21,3.19,0,0,0,1,0,22,EKSIN C
ISEN-414,21,15,11,0,0,47,3.212,0,0,0,0,0,47,TUO R
ISEN-434,56,21,0,0,0,77,3.727,0,0,0,2,0,79,FERRIS T
ISEN-440,21,45,12,0,0,78,3.115,0,0,0,0,0,78,DO M
ISEN-460,66,3,0,0,0,69,3.956,0,0,0,0,0,69,GRAUL M
ISEN-460,37,2,0,0,0,39,3.948,0,0,0,0,0,39,DO M
ISEN-489,38,14,2,0,0,54,3.666,0,0,0,1,0,55,MEHTA R
ISEN-489,10,14,12,4,1,41,2.682,0,0,0,1,0,42,CURRIE-GREGG N
ISEN-609,11,23,7,0,0,41,3.097,0,0,0,1,0,42,GARCIA A
ISEN-609,3,6,2,6,0,17,2.352,0,0,0,1,0,18,MOMCILOVIC P
ISEN-609,1,3,1,0,0,5,3,0,0,0,1,0,6,GARCIA A
ISEN-613,50,27,2,1,0,80,3.575,0,0,0,0,0,80,BUKKAPATNAM S
ISEN-613,2,6,3,0,0,11,2.909,0,0,0,2,0,13,BUKKAPATNAM S
ISEN-614,2,7,2,0,0,11,3,0,0,0,0,0,11,DING Y
ISEN-615,69,10,0,0,0,79,3.873,1,0,0,0,0,80,ELWANY A
ISEN-615,13,4,1,0,0,18,3.666,0,0,0,0,0,18,ELWANY A
ISEN-616,0,4,1,0,0,5,2.8,0,0,0,0,0,5,DING Y
ISEN-620,15,19,28,6,2,70,2.557,1,0,0,0,0,71,CURRY G
ISEN-620,38,27,8,0,4,77,3.233,1,0,0,0,0,78,MORENO CENTENO E
ISEN-620,9,3,5,0,0,17,3.235,0,0,0,0,0,17,BUTENKO S
ISEN-622,13,13,6,3,1,36,2.944,0,0,0,1,0,37,BUTENKO S
ISEN-625,5,17,21,7,2,52,2.307,0,0,0,0,0,52,BANERJEE A
ISEN-630,31,14,2,1,0,48,3.562,0,0,0,0,0,48,SASANGOHAR F
ISEN-630,29,23,3,0,0,55,3.472,0,0,0,0,0,55,SASANGOHAR F
ISEN-630,16,12,1,0,0,29,3.517,0,0,0,0,0,29,SASANGOHAR F
ISEN-635,32,6,1,0,0,39,3.794,0,0,0,0,0,39,FERRIS T
ISEN-640,5,4,1,0,0,10,3.4,0,0,0,0,0,10,NTAIMO L
ISEN-641,27,12,1,1,1,42,3.5,0,0,0,0,0,42,MAYER R
ISEN-641,5,1,0,0,0,6,3.833,0,0,0,0,0,6,MAYER R
ISEN-658,34,33,13,0,0,80,3.262,0,0,0,0,0,80,SAGAPURAM D
ISEN-660,25,18,6,2,0,51,3.111,0,0,0,0,0,51,CURRIE-GREGG N
ISEN-660,11,12,2,0,0,25,3.36,0,0,0,0,0,25,CURRIE-GREGG N
ISEN-663,95,7,1,0,0,103,3.912,2,0,0,0,0,105,GRAUL M
ISEN-663,15,31,1,0,0,47,3.297,0,0,0,0,0,47,SMITH D
ISEN-663,10,1,0,0,0,11,3.909,1,0,0,0,0,12,GRAUL M
ISEN-667,25,22,2,0,0,49,3.469,0,0,0,0,0,49,SMITH D
ISEN-667,4,3,1,0,0,8,3.375,0,0,0,1,0,9,SMITH D
ISEN-685,5,1,0,1,0,7,3.428,0,0,0,0,0,7,FERRIS T
MSEN-201,12,30,15,7,3,67,2.611,0,0,0,3,0,70,PHARR G
MSEN-205,9,2,0,0,0,11,3.818,0,0,0,0,0,11,TU Q
MSEN-205,16,34,14,1,1,66,2.954,0,0,0,1,0,67,TU Q
MSEN-222,15,14,10,0,3,42,2.904,0,0,0,0,0,42,CASE R
MSEN-222,32,41,16,6,1,96,3.01,0,0,0,3,0,99,CASTANEDA-LOPEZ H
MSEN-222,31,36,17,5,0,89,3.044,0,0,0,7,0,96,ATLI K
MSEN-250,6,10,6,1,2,25,2.68,0,0,0,3,0,28,WARE T
MSEN-260,5,14,8,2,1,30,2.666,0,0,0,1,0,31,SHAMBERGER P
MSEN-302,9,3,0,0,0,12,3.75,0,0,0,0,0,12,CREASY T
MSEN-302,10,0,1,0,0,11,3.818,0,0,0,0,0,11,CREASY T
MSEN-302,5,5,3,0,0,13,3.153,0,0,0,0,0,13,CREASY T
MSEN-302,8,3,0,1,0,12,3.5,0,0,0,0,0,12,CREASY T
MSEN-302,4,1,0,3,0,8,2.75,0,0,0,0,0,8,CREASY T
MSEN-305,17,37,9,0,0,63,3.126,0,0,0,1,0,64,BULLARD J
MSEN-320,24,25,4,0,2,55,3.254,0,0,0,0,0,55,BUTLER B
MSEN-330,4,3,3,1,0,11,2.909,0,0,0,0,0,11,CAGIN T
MSEN-401,5,7,2,0,0,14,3.214,0,0,0,0,0,14,ATLI K
MSEN-401,8,5,0,0,0,13,3.615,0,0,0,0,0,13,ATLI K
MSEN-401,10,4,0,0,0,14,3.714,0,0,0,0,0,14,ATLI K
MSEN-401,0,11,0,0,0,11,3,0,0,0,0,0,11,ATLI K
MSEN-410,15,24,10,1,0,50,3.06,1,0,0,0,0,51,RADOVIC M
MSEN-415,25,8,0,0,0,33,3.757,0,0,0,1,0,34,DEMKOWICZ M
MSEN-440,15,12,2,2,0,31,3.29,0,0,0,2,0,33,CASTANEDA-LOPEZ H
MSEN-470,7,3,1,0,0,11,3.545,0,0,0,1,0,12,CAGIN T
MSEN-489,3,2,2,0,1,8,2.75,0,0,0,0,0,8,QIAN X
MSEN-601,19,7,6,1,1,34,3.235,0,0,0,0,0,34,KOLLURU P
MSEN-603,27,14,3,1,0,45,3.488,0,0,0,0,0,45,SUKHISHVILI S
MSEN-604,6,1,1,0,0,8,3.625,0,0,0,0,0,8,QIAN X
MSEN-612,33,3,0,0,0,36,3.916,0,0,0,0,0,36,XIE K
MSEN-640,19,26,4,1,0,50,3.26,0,0,0,1,0,51,PARAMORE J
MSEN-643,9,1,0,0,0,10,3.9,0,0,0,0,0,10,CASTANEDA-LOPEZ H
MSEN-670,15,3,1,0,0,19,3.736,0,0,0,0,0,19,CAGIN T
MSEN-689,5,0,0,0,0,5,4,0,0,0,0,0,5,DEMKOWICZ M
MSEN-689,3,2,0,0,0,5,3.6,0,0,0,0,0,5,LIN P
MSEN-689,7,4,3,0,0,14,3.285,0,0,0,0,0,14,HARTWIG K
MEEN-210,82,1,0,0,0,83,3.987,0,0,0,0,0,83,KRISHNAMURTHY V
MEEN-210,84,14,2,0,0,100,3.82,0,0,0,0,0,100,TRAN T
MEEN-210,93,6,1,0,0,100,3.92,0,0,0,0,0,100,TRAN T
